"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT22"
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-08","11.41",,"0.00","0.0","0.0","33","47","24","  160","  160","23.9","30.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-09","17.67",,"0.00","0.0","0.0","44","46","36","  280","  270","30.0","38.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-10","8.28",,"0.00","0.0","0.0","38","42","33","  320","  320","17.0","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-11","14.32",,"0.00","0.0","0.0","31","39","16","  350","  350","21.9","29.1",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-12","6.49",,"0.00","0.0","0.0","19","28","12","  210","  260","13.0","19.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-13","9.62",,"0.00","0.0","0.0","32","50","23","  220","  220","21.0","29.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-14","4.70",,"0.00","0.0","0.0","42","52","35","  230","  230","10.1","14.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-15","6.71",,"0.00","0.0","0.0","42","56","32","  160","  170","16.1","21.0","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-16","8.50",,"0.11","0.0","0.0","45","50","41","  160","  160","16.1","23.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-17","14.32",,"0.00","0.0","0.0","44","46","32","  280","  290","30.0","38.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-18","12.30",,"0.00","0.0","0.0","33","36","25","  280","  290","30.0","36.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-19","14.54",,"0.00","0.0","0.0","32","47","23","  160","  150","25.9","38.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-20","12.08",,"0.00","0.0","0.0","43","45","37","  160","  160","23.0","29.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-21","10.51",,"0.01","0.0","0.0","35","39","25","  310","  340","21.9","25.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-22","11.18",,"0.00","0.0","0.0","25","33","13","  310","  310","25.9","32.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-23","9.62",,"0.00","0.0","0.0","15","19","7","  320","  310","21.0","25.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-24","11.41",,"0.00","0.0","0.0","16","31","8","  180","  200","21.9","33.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-25","13.87",,"0.00","0.0","0.0","32","40","28","  320","  320","23.9","32.0",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-26","15.66",,"0.00","0.0","0.0","26","31","15","  310","  320","25.9","38.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-27","6.71",,"0.00","0.0","0.0","17","25","9","  140","  150","14.1","18.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-28","6.71",,"0.00","0.0","0.0","24","29","15","  310","  310","18.1","21.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-29","7.61",,"0.00","0.0","0.0","21","34","14","  170","  170","21.9","25.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-11-30","5.59",,"0.00","0.0","0.0","31","42","25","  320","  330","12.1","16.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-01","2.01",,"0.00","0.0","0.0","30","34","21","  140","  140","8.1","10.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-02","10.51",,"0.12","0.5","0.0","31","38","28","  110","  100","19.9","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-03","8.50",,"0.08","0.0","0.0","35","36","32","   70","   80","13.0","18.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-04","10.51",,"0.52","4.1","1.2","31","32","14","  270","  270","29.1","38.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-05","14.76",,"0.00","0.0","3.1","12","14","0","  250","  250","23.9","32.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-06","8.05",,"0.00","0.0","3.1","0","5","-7","  290","  290","14.1","18.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-07","4.92",,"0.00","0.0","3.1","-5","1","-11","  260","  260","12.1","15.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-08","6.71",,"0.07","1.6","3.1","3","12","-1","  120","   70","14.1","19.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-09","10.07",,"0.00","0.1","3.9","5","12","-3","  280","  270","21.9","28.0","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-10","10.29",,"0.06","1.8","5.1","4","13","2","  300","  290","23.0","29.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-11","8.05",,"0.00","0.0","3.9","1","5","-8","  320","  310","21.0","25.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-12","3.36",,"0.00","0.0","3.9","7","19","1","  160","  220","8.9","12.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-13","11.63",,"0.02","0.1","3.9","16","17","11","   40","   40","17.0","25.9","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-14","7.38",,"0.06","0.7","5.1","12","16","0","  310","  310","21.0","25.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-15","7.83",,"0.00","0.0","5.1","2","4","-1","  320","   10","17.0","23.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-16","7.16",,"0.10","1.1","5.1","6","22","1","  140","  140","18.1","21.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-17","12.97",,"0.00","0.0","5.9","24","33","9","  280","  290","25.1","35.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-18","6.93",,"0.00","0.0","5.9","20","37","8","  150","  150","16.1","21.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-19","11.86",,"0.03","0.4","5.1","22","28","16","   20","   20","19.9","25.1","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-20","5.59",,"0.02","0.3","5.9","17","20","15","   20","   20","13.0","19.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-21","6.49",,"0.00","0.0","5.9","20","23","16","   10","   10","15.0","23.9",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-22","9.17",,"0.03","0.8","5.9","18","19","5","  280","  290","16.1","18.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-23","10.07",,"0.00","0.3","7.1","3","5","-6","  310","  320","16.1","19.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-24","7.83",,"0.23","2.8","5.9","-3","11","-13","  140","  150","19.9","25.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-25","6.49",,"0.02","0.2","9.1","15","28","9","  310","  320","18.1","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-26","2.24",,"0.01","0.2","9.1","17","26","11","  110","   60","8.9","12.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-27","6.04",,"0.00","0.0","7.9","26","40","14","  220","  250","17.0","23.9","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-28","8.28",,"0.00","0.0","7.1","32","47","20","  350","  360","29.1","40.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-29","13.20",,"0.00","0.0","5.1","11","20","-11","  340","  330","25.1","32.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-30","3.80",,"0.09","0.9","5.1","-7","2","-11","   70","   40","8.1","12.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2013-12-31","5.14",,"0.00","0.0","5.9","-3","-1","-9","   20","   10","10.1","19.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-01","6.71",,"0.00","0.0","5.9","-5","1","-8","   50","   40","12.1","21.0",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-02","4.92",,"0.00","0.0","5.9","-2","4","-10","  350","   20","8.9","14.1",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-03","13.20",,"0.12","0.3","5.9","2","29","-10","  170","  170","23.9","31.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-04","13.20",,"0.02","0.0","5.9","22","35","-2","  310","  310","28.0","35.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-05","13.20",,"0.00","0.0","5.9","-4","-2","-20","  310","  310","21.0","28.0",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-06","13.42",,"0.00","0.0","5.9","-17","-12","-23","  280","  270","21.9","25.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-07","4.70",,"0.00","0.0","5.9","-9","5","-15","  310","  330","12.1","16.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-08","2.24",,"0.00","0.0","5.9","-3","4","-11","  310","  340","8.9","16.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-09","10.29",,"0.00","0.0","5.9","4","20","-11","  140","  140","18.1","23.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-10","8.28",,"0.00","0.0","5.9","22","31","16","  170","  180","17.0","23.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-11","8.50",,"0.00","0.0","5.9","29","32","23","  290","  290","18.1","23.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-12","6.49",,"0.00","0.0","5.9","30","40","22","  210","  220","14.1","17.0","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-13","8.95",,"0.01","0.3","5.9","31","34","27","  280","  310","18.1","25.9","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-14","14.76",,"0.26","4.1","9.1","24","28","7","  330","  330","25.1","32.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-15","9.62",,"0.03","0.5","9.8","8","25","-1","  200","  190","18.1","25.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-16","16.55",,"0.05","0.6","11.0","23","35","7","  310","  310","36.9","45.0","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-17","9.62",,"0.00","0.0","9.8","7","13","1","  320","  310","21.9","29.1",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-18","9.84",,"0.17","4.5","14.2","13","23","9","  120","   20","21.9","30.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-19","9.62",,"0.00","0.0","13.0","26","39","17","  320","  310","18.1","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-20","13.65",,"0.01","0.2","9.8","24","31","-3","  340","  350","23.0","31.1","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-21","6.26",,"0.02","0.5","9.8","-5","6","-13","  340","  350","17.0","21.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-22","15.21",,"0.01","0.6","11.0","4","8","-8","  320","  340","28.0","36.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-23","8.95",,"0.00","0.0","11.0","-9","2","-17","  330","  320","18.1","21.9",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-24","12.97",,"0.08","1.3","9.8","13","33","2","  310","  310","25.9","36.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-25","14.32",,"0.11","2.3","11.0","14","24","2","  320","  310","31.1","38.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-26","17.67",,"0.09","1.1","13.0","8","18","-8","  290","  290","35.1","47.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-27","12.53",,"0.00","0.0","11.8","-9","-6","-16","  310","  310","25.9","33.1",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-28","8.05",,"0.00","0.0","11.8","-10","0","-16","  260","  250","17.0","21.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-29","7.16",,"0.00","0.0","11.8","4","34","-6","  170","  180","17.0","25.1",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-30","11.41",,"0.44","6.4","11.8","22","28","-4","  340","  350","23.9","30.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-01-31","5.59",,"0.00","0.0","16.1","-1","9","-9","  230","  220","12.1","15.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-01","8.95",,"0.00","0.0","16.1","9","22","-1","  320","  320","18.1","23.9",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-02","4.70",,"0.00","0.0","15.0","3","14","-7","  220","  230","13.0","17.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-03","4.47",,"0.00","0.0","14.2","7","16","-1","  330","  360","12.1","17.0","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-04","7.38",,"0.00","0.0","14.2","6","11","-1","  340","  350","19.9","25.9","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-05","11.41",,"0.00","0.0","14.2","2","4","-5","  330","  290","17.0","21.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-06","9.17",,"0.00","0.0","14.2","-3","4","-11","  250","  250","18.1","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-07","9.40",,"0.00","0.0","13.0","2","12","-5","  230","  230","17.0","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-08","3.36",,"0.00","0.0","13.0","6","15","-4","  280","   20","8.9","18.1",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-09","10.51",,"0.00","0.0","13.0","6","9","-7","  320","  330","21.0","29.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-10","5.59",,"0.00","0.0","13.0","-3","8","-11","  320","  340","10.1","14.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-11","8.95",,"0.00","0.0","13.0","-1","13","-12","  160","  140","18.1","25.1",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-12","5.14",,"0.03","0.5","13.0","16","24","12","  160","  160","15.0","19.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-13","13.42",,"0.00","0.2","13.0","20","30","5","  280","  270","25.9","35.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-14","8.28",,"0.00","0.0","13.0","8","16","1","  280","  290","17.0","21.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-15","7.38",,"0.12","1.8","13.0","8","19","0","  160","  150","17.0","21.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-16","9.17",,"0.00","0.0","14.2","15","22","4","  130","  140","23.0","28.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-17","9.84",,"0.32","4.9","15.0","22","29","18","  130","  140","28.0","42.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-18","6.93",,"0.00","0.0","18.1","27","44","16","  280","  270","13.0","17.0","    1",,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-19","7.61",,"0.00","0.0","16.9","31","40","21","  140","  130","18.1","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-20","11.18",,"0.83","8.4","16.1","33","36","15","  310","  310","33.1","42.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-21","19.24",,"0.06","1.5","24.0","15","16","6","  280","  280","29.1","36.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-22","14.32",,"0.00","0.0","22.8","11","14","4","  280","  270","21.9","28.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-23","11.41",,"0.00","0.0","20.9","9","17","1","  270","  280","21.9","29.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-24","9.40",,"0.01","0.2","20.1","7","14","-3","  290","  290","14.1","18.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-25","11.41",,"0.00","0.0","20.1","3","6","-7","  310","  310","23.9","30.0",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-26","17.22",,"0.00","0.0","20.1","0","20","-11","  310","  300","32.0","42.9",,,,,,,"    1",,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-27","7.38",,"0.00","0.0","20.1","-3","1","-14","  320","  320","28.0","33.1",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-02-28","8.05",,"0.04","0.9","20.1","-1","14","-9","  320","  310","17.0","21.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-03-01","13.20",,"0.00","0.0","20.9","3","8","-7","  320","  350","19.9","23.9",,,,,,,,,,,,,,,
"USW00014922","MINNEAPOLIS ST. PAUL INTERNATIONAL AIRPORT, MN US","44.88523","-93.23133","254.5","2014-03-02","8.05",,"0.00","0.0","20.1","-6","3","-15","  280","  260","15.0","18.1",,,,,,,,,,,,,,,
